docid,halId_s,version_i,docType_s,citationFull_s,citationRef_s
1045159,hal-01045159,1,COMM,"Sabine Barrat, Nicolas Sidère, Jean-Yves Ramel, Sylvette Denefle, Alain Salamagne, et al.. Utilisation de méthodes à base de points d'interets pour l'analyse d'images urbaines. <i>H2PTM'11 : Hypermédias et pratiques numériques</i>, Oct 2011, Metz, France. pp.65-70. <a target=""_blank"" href=""https://hal.science/hal-01045159v1"">&#x27E8;hal-01045159&#x27E9;</a>","<i>H2PTM'11 : Hypermédias et pratiques numériques</i>, Oct 2011, Metz, France. pp.65-70"
1679390,halshs-01599184,1,COMM,"Anne Cordier. Du design de la transparence à l'agir informationnel : Les apports d'une approche sociale de l'information. <i>H2PTM'17 : Le numérique à l’ère des designs, de l’hypertexte à l’hyper-expérience</i>, Oct 2017, Valenciennes, France. pp.131-146. <a target=""_blank"" href=""https://shs.hal.science/halshs-01599184v1"">&#x27E8;halshs-01599184&#x27E9;</a>","<i>H2PTM'17 : Le numérique à l’ère des designs, de l’hypertexte à l’hyper-expérience</i>, Oct 2017, Valenciennes, France. pp.131-146"
5193471,hal-05193471,1,COMM,"Sandro Varano, Jean-Claude Bignon, Gautier Castellino. Des parcours topographiques et cognitifs dédiés à l'apprentissage : une réinterprétation du chemin critique des jeux vidéo. <i>H2PTM'09 : Rétrospective et perspective : 1989 - 2009</i>, Sep 2009, Paris, France. pp.251-256. <a target=""_blank"" href=""https://hal.science/hal-05193471v1"">&#x27E8;hal-05193471&#x27E9;</a>","<i>H2PTM'09 : Rétrospective et perspective : 1989 - 2009</i>, Sep 2009, Paris, France. pp.251-256"
5193438,hal-05193438,1,COMM,"Rica Simona Antin, Pascal Guy, Pauline Thevenot. Conception d'un écosystème d'aide à l'orientation : problématiques informationnelles et réponses numériquesLe cas de la cartographie Cairn pour les nouveaux métiers de la santé. <i>H2PTM'17 : Le numérique à l’ère des designs, de l’hypertexte à l’hyper-expérience</i>, Oct 2017, Valenciennes, France. pp.251-272. <a target=""_blank"" href=""https://hal.science/hal-05193438v1"">&#x27E8;hal-05193438&#x27E9;</a>","<i>H2PTM'17 : Le numérique à l’ère des designs, de l’hypertexte à l’hyper-expérience</i>, Oct 2017, Valenciennes, France. pp.251-272"
2480515,sic_02480515,1,COMM,"Olivier Le Deuff, Arthur Perret, Clément Borel, Jean David. Surfer dans l'Otletosphère Des outils pour visualiser et interroger le réseau de Paul Otlet. <i>H2PTM'19 : De l’hypertexte aux humanités numériques</i>, Roxin Ioan, Oct 2019, Montbelliard, France. pp.65-76. <a target=""_blank"" href=""https://archivesic.ccsd.cnrs.fr/sic_02480515v1"">&#x27E8;sic_02480515&#x27E9;</a>","<i>H2PTM'19 : De l’hypertexte aux humanités numériques</i>, Roxin Ioan, Oct 2019, Montbelliard, France. pp.65-76"
5214765,hal-05190196,1,COMM,"Laura Saini, Nicolas Lissarrague, Gudrun Albrecht, Lucia Romani, Christoph Fünfzig, et al.. Animation 3D : mouvements de caméra réalistes pour la stop motion. <i>H2PTM'11 : Hypermédias et pratiques numériques</i>, Oct 2011, Metz, France. pp.137-143. <a target=""_blank"" href=""https://hal.science/hal-05190196v1"">&#x27E8;hal-05190196&#x27E9;</a>","<i>H2PTM'11 : Hypermédias et pratiques numériques</i>, Oct 2011, Metz, France. pp.137-143"
5194895,hal-03795690,1,COMM,"Pascal Bouchez, Philippe Bobola. L'éco-conscience comme repolarisation future du design informationnel de l'infosphère. <i>H2PTM'21 : Information : enjeux et nouveaux défis</i>, Oct 2021, Aubervilliers, France. pp.03-22. <a target=""_blank"" href=""https://uphf.hal.science/hal-03795690v1"">&#x27E8;hal-03795690&#x27E9;</a>","<i>H2PTM'21 : Information : enjeux et nouveaux défis</i>, Oct 2021, Aubervilliers, France. pp.03-22"
5191372,hal-05191372,1,COMM,"Lénaïk Leyoudec. Interroger le web des données dans un cadre patrimonial : reconstruire une intelligibilité de l’archive au sein d’un dispositif éditorial. <i>H2PTM'15 : Le numérique à l'ère de l'Internet des objets, de l’hypertexte à l’hyper-objet</i>, Oct 2015, Paris, France. pp.433-440. <a target=""_blank"" href=""https://hal.science/hal-05191372v1"">&#x27E8;hal-05191372&#x27E9;</a>","<i>H2PTM'15 : Le numérique à l'ère de l'Internet des objets, de l’hypertexte à l’hyper-objet</i>, Oct 2015, Paris, France. pp.433-440"
5193369,hal-03166130,1,COMM,"Diane Dufort, Federico Tajariol, Ioan Roxin. Obstacles et aides à la conception de dispositifs de médiation : une approche sémantique d’aide à la conception des jeux pervasifs culturels. <i>H2PTM'17 : Le numérique à l’ère des designs, de l’hypertexte à l’hyper-expérience</i>, Oct 2017, Valenciennes, France. pp.35-54. <a target=""_blank"" href=""https://hal.science/hal-03166130v1"">&#x27E8;hal-03166130&#x27E9;</a>","<i>H2PTM'17 : Le numérique à l’ère des designs, de l’hypertexte à l’hyper-expérience</i>, Oct 2017, Valenciennes, France. pp.35-54"
5190176,hal-01447302,1,COMM,"Justine Simon. Analyse des liens hypertextes sur le site Mediapart dans l’affaire Woerth/Bettencourt/Mediapart. <i>H2PTM'11 : Hypermédias et pratiques numériques</i>, Oct 2011, Metz, France. pp.153-164. <a target=""_blank"" href=""https://hal.science/hal-01447302v1"">&#x27E8;hal-01447302&#x27E9;</a>","<i>H2PTM'11 : Hypermédias et pratiques numériques</i>, Oct 2011, Metz, France. pp.153-164"
5194872,hal-05194872,1,COMM,"Gaëlle Baudoux, Pierre Leclercq. Pratiques d'écriture collaborative en conception architecturale : caractérisation de l'information-projet en regard de l'usage des médias. <i>H2PTM'21 : Information : enjeux et nouveaux défis</i>, Oct 2021, Aubervilliers, France. pp.201-215. <a target=""_blank"" href=""https://hal.science/hal-05194872v1"">&#x27E8;hal-05194872&#x27E9;</a>","<i>H2PTM'21 : Information : enjeux et nouveaux défis</i>, Oct 2021, Aubervilliers, France. pp.201-215"
5196107,hal-05196107,1,COMM,"Pauline Zecchinon, Olivier Standaert. La guerre en Ukraine à travers le prisme de la désinformation visuelle et les limites du fact-checking spécialisé :  une étude de cas au Monde. <i>H2PTM'23 : La fabrique du sens à l’ère de l’information numérique : enjeux et défis</i>, Oct 2023, Valenciennes, France. pp.35-51. <a target=""_blank"" href=""https://hal.science/hal-05196107v1"">&#x27E8;hal-05196107&#x27E9;</a>","<i>H2PTM'23 : La fabrique du sens à l’ère de l’information numérique : enjeux et défis</i>, Oct 2023, Valenciennes, France. pp.35-51"
5194869,hal-05194869,1,COMM,"Renée Bourassa, Jean-Marc Larrue. Des arts trompeurs à la post-vérité. Puissances du faux et stratégies de tromperie. <i>H2PTM'21 : Information : enjeux et nouveaux défis</i>, Oct 2021, Aubervilliers, France. pp.81-93. <a target=""_blank"" href=""https://hal.science/hal-05194869v1"">&#x27E8;hal-05194869&#x27E9;</a>","<i>H2PTM'21 : Information : enjeux et nouveaux défis</i>, Oct 2021, Aubervilliers, France. pp.81-93"
5193393,hal-05193393,1,COMM,"Kaouther Azouz. Le web de données : un Mundaneum des savoirs numériques ?. <i>H2PTM'17 : Le numérique à l’ère des designs, de l’hypertexte à l’hyper-expérience</i>, Oct 2017, Valenciennes, France. pp.57-73. <a target=""_blank"" href=""https://hal.science/hal-05193393v1"">&#x27E8;hal-05193393&#x27E9;</a>","<i>H2PTM'17 : Le numérique à l’ère des designs, de l’hypertexte à l’hyper-expérience</i>, Oct 2017, Valenciennes, France. pp.57-73"
5188663,hal-01151257,1,COMM,"Caroline Angé, Oriane Deseilligny. Le blog de voyage : un dispositif idiorythmique ?. <i>H2PTM'09 : Rétrospective et perspective : 1989 - 2009</i>, Sep 2009, Paris, France. pp.337-349. <a target=""_blank"" href=""https://hal.univ-grenoble-alpes.fr/hal-01151257v1"">&#x27E8;hal-01151257&#x27E9;</a>","<i>H2PTM'09 : Rétrospective et perspective : 1989 - 2009</i>, Sep 2009, Paris, France. pp.337-349"
1011994,hal-01011994,1,OUV,"Imad Saleh, Nasreddine Bouhaï (Dir.). H2PTM'09 - Rétrospective et perspective : 1989 - 2009. Éditions Hermès, pp.448, 2009. <a target=""_blank"" href=""https://univ-paris8.hal.science/hal-01011994v1"">&#x27E8;hal-01011994&#x27E9;</a>","Éditions Hermès, pp.448, 2009"
5251733,hal-05251733,1,PROCEEDINGS,"Sylvie Leleu-Merviel, Yves Jeanneret, Imad Saleh, Nasreddine Bouhai. H2PTM’17 : Le numérique à l’ère des designs, de l’hypertexte à l’hyper-expérience. <i>H2PTM'17 : Le numérique à l’ère des designs, de l’hypertexte à l’hyper-expérience</i>, Oct 2017, Valenciennes, France. ISTE Éditions, pp.408, 2017, Systèmes d'information, web et société, 9781784053536. <a target=""_blank"" href=""https://hal.science/hal-05251733v1"">&#x27E8;hal-05251733&#x27E9;</a>","<i>H2PTM'17 : Le numérique à l’ère des designs, de l’hypertexte à l’hyper-expérience</i>, Oct 2017, Valenciennes, France. ISTE Éditions, pp.408, 2017, Systèmes d'information, web et société, 9781784053536"
5188675,hal-05188675,1,COMM,"Etienne Pereny, Etienne Armand Amato. L'avatar en ligne : une passerelle heuristique entre hypermédias et cybermédias. <i>H2PTM'09 : Rétrospective et perspective : 1989 - 2009</i>, Sep 2009, Paris, France. pp.269-280. <a target=""_blank"" href=""https://hal.science/hal-05188675v1"">&#x27E8;hal-05188675&#x27E9;</a>","<i>H2PTM'09 : Rétrospective et perspective : 1989 - 2009</i>, Sep 2009, Paris, France. pp.269-280"
5194853,hal-04408247,1,COMM,"Afaf Taibi, Anna Lezon-Rivière. Émotion et mouvements sociaux sur les réseaux socionumériques : cas du Hirak rifain. <i>H2PTM'21 : Information : enjeux et nouveaux défis</i>, Oct 2021, Aubervilliers, France. pp.127-140. <a target=""_blank"" href=""https://hal.science/hal-04408247v1"">&#x27E8;hal-04408247&#x27E9;</a>","<i>H2PTM'21 : Information : enjeux et nouveaux défis</i>, Oct 2021, Aubervilliers, France. pp.127-140"
5193347,hal-02116920,1,COMM,"Clément Serain. La matérialité du patrimoine à l'épreuve de sa valorisation numérique. <i>H2PTM'17 : Le numérique à l’ère des designs, de l’hypertexte à l’hyper-expérience</i>, Oct 2017, Valenciennes, France. pp.376-383. <a target=""_blank"" href=""https://univ-paris8.hal.science/hal-02116920v1"">&#x27E8;hal-02116920&#x27E9;</a>","<i>H2PTM'17 : Le numérique à l’ère des designs, de l’hypertexte à l’hyper-expérience</i>, Oct 2017, Valenciennes, France. pp.376-383"
5188697,hal-05188697,1,COMM,"Carole Lipsyc. L’analogie, clé de voûte de la sémantique et de la rhétorique du média-numérique. Etude de cas à partir du Topos numérique et du Récit Variable. <i>H2PTM'09 : Rétrospective et perspective : 1989 - 2009</i>, Sep 2009, Paris, France. pp.125-138. <a target=""_blank"" href=""https://hal.science/hal-05188697v1"">&#x27E8;hal-05188697&#x27E9;</a>","<i>H2PTM'09 : Rétrospective et perspective : 1989 - 2009</i>, Sep 2009, Paris, France. pp.125-138"
5194664,hal-05194664,1,COMM,"Philippe Bootz. La poésie numérique animée : entre écran et dispositif. <i>H2PTM'19 : De l’hypertexte aux humanités numériques</i>, Oct 2019, Montbéliard, France. pp.236-260. <a target=""_blank"" href=""https://hal.science/hal-05194664v1"">&#x27E8;hal-05194664&#x27E9;</a>","<i>H2PTM'19 : De l’hypertexte aux humanités numériques</i>, Oct 2019, Montbéliard, France. pp.236-260"
5193408,hal-02637828,1,COMM,"Audilio Gonzales Aguilar, Claire Noy. La visualisation réticulaire et interactive de la représentation des connaissances en droit : Le cas de la jurisprudence de la Cour de Cassation en France. <i>H2PTM'17 : Le numérique à l’ère des designs, de l’hypertexte à l’hyper-expérience</i>, Laboratoire Paragraphe; Dicen IDF; DeVisu; Crem; ELLIADD, Oct 2017, Valenciennes, France. pp.273-292. <a target=""_blank"" href=""https://hal.science/hal-02637828v1"">&#x27E8;hal-02637828&#x27E9;</a>","<i>H2PTM'17 : Le numérique à l’ère des designs, de l’hypertexte à l’hyper-expérience</i>, Laboratoire Paragraphe; Dicen IDF; DeVisu; Crem; ELLIADD, Oct 2017, Valenciennes, France. pp.273-292"
5188717,hal-05188717,1,COMM,"Benoit Hufschmitt. Génération automatique de liens dans un texte de philosophie ? Relation d'expérience. L'exemple du Discours de la Méthode de Descartes. <i>H2PTM'09 : Rétrospective et perspective : 1989 - 2009</i>, Sep 2009, Paris, France. pp.41-46. <a target=""_blank"" href=""https://hal.science/hal-05188717v1"">&#x27E8;hal-05188717&#x27E9;</a>","<i>H2PTM'09 : Rétrospective et perspective : 1989 - 2009</i>, Sep 2009, Paris, France. pp.41-46"
5193332,hal-01980409,1,COMM,"Camille Bernetière. Les designs dans les offices de tourisme. Étude d’un hypertexte pour une expérience hyper-médiatique. <i>H2PTM'17 : Le numérique à l’ère des designs, de l’hypertexte à l’hyper-expérience</i>, Oct 2017, Valenciennes, France. pp.384-396. <a target=""_blank"" href=""https://hal.science/hal-01980409v1"">&#x27E8;hal-01980409&#x27E9;</a>","<i>H2PTM'17 : Le numérique à l’ère des designs, de l’hypertexte à l’hyper-expérience</i>, Oct 2017, Valenciennes, France. pp.384-396"
4518570,hal-04518570,1,COMM,"Kouassi Sylvestre Kouakou. La circulation de l'information fausse à l'ère du numérique : Proposition d'un cadre holistique d'enseignement de l'évaluation critique de l'information. <i>H2PTM'23 : La fabrique du sens à l’ère de l’information numérique : enjeux et défis</i>, Laboratoire Paragraphe; Université Polytechnique Hauts-de-France, Oct 2023, Valenciennes, France. pp.66-82. <a target=""_blank"" href=""https://hal.science/hal-04518570v1"">&#x27E8;hal-04518570&#x27E9;</a>","<i>H2PTM'23 : La fabrique du sens à l’ère de l’information numérique : enjeux et défis</i>, Laboratoire Paragraphe; Université Polytechnique Hauts-de-France, Oct 2023, Valenciennes, France. pp.66-82"
4613930,hal-04249766,1,COMM,"Kouamvi Couao-Zotti. Analyse du réseau d’hyperliens d’une destination touristique protégée – Cas du Parc National Port-Cros. <i>H2PTM'23 : La fabrique du sens à l’ère de l’information numérique : enjeux et défis</i>, Oct 2023, Valenciennes, France. pp.345-348. <a target=""_blank"" href=""https://hal.science/hal-04249766v1"">&#x27E8;hal-04249766&#x27E9;</a>","<i>H2PTM'23 : La fabrique du sens à l’ère de l’information numérique : enjeux et défis</i>, Oct 2023, Valenciennes, France. pp.345-348"
5188693,hal-05188693,1,COMM,"Émilie Flon, Jean Davallon, Cécile Tardy, Yves Jeanneret. Traces d'écriture, traces de pratiques, traces d'identités. <i>H2PTM'09 : Rétrospective et perspective : 1989 - 2009</i>, Sep 2009, Paris, France. pp.181-191. <a target=""_blank"" href=""https://hal.science/hal-05188693v1"">&#x27E8;hal-05188693&#x27E9;</a>","<i>H2PTM'09 : Rétrospective et perspective : 1989 - 2009</i>, Sep 2009, Paris, France. pp.181-191"
5188695,hal-05188695,1,COMM,"Amel Behaz, Mahieddine Djoudi. Modèles de représentation sémantique des ressources et profils apprenants pour la construction d'hypermédias adaptatifs. <i>H2PTM'09 : Rétrospective et perspective : 1989 - 2009</i>, Université Paris 8, Sep 2009, Paris, France. pp.165-177. <a target=""_blank"" href=""https://hal.science/hal-05188695v1"">&#x27E8;hal-05188695&#x27E9;</a>","<i>H2PTM'09 : Rétrospective et perspective : 1989 - 2009</i>, Université Paris 8, Sep 2009, Paris, France. pp.165-177"
5217040,hal-02435931,1,COMM,"Danielle Mbambe Bebey. Le design des scénarios pédagogiques : apport des théories de l’engagement en sciences de gestion et en SIC. <i>H2PTM'17 : Le numérique à l’ère des designs, de l’hypertexte à l’hyper-expérience</i>, Oct 2017, Valenciennes, France. pp.325-328. <a target=""_blank"" href=""https://hal.science/hal-02435931v1"">&#x27E8;hal-02435931&#x27E9;</a>","<i>H2PTM'17 : Le numérique à l’ère des designs, de l’hypertexte à l’hyper-expérience</i>, Oct 2017, Valenciennes, France. pp.325-328"
5217028,hal-02343707,1,COMM,"Aymeric Bouchereau, Ioan Roxin. De l'objet connecté à l'environnement intelligent : des enjeux pour la médiation ?. <i>H2PTM'19 : De l’hypertexte aux humanités numériques</i>, Oct 2019, Montbéliard, France. pp.368-386. <a target=""_blank"" href=""https://hal.science/hal-02343707v1"">&#x27E8;hal-02343707&#x27E9;</a>","<i>H2PTM'19 : De l’hypertexte aux humanités numériques</i>, Oct 2019, Montbéliard, France. pp.368-386"
5190076,hal-05190076,1,COMM,"Luc Massou, Pierre Morelli, Brigitte Simonnot, Fredj Zamit. Analyse communicationnelle de sites d'entreprises tunisiennes. Stratégies et confiance en contexte interculturel. <i>H2PTM'11 : Hypermédias et pratiques numériques</i>, Oct 2011, Metz, France. pp.229-241. <a target=""_blank"" href=""https://hal.science/hal-05190076v1"">&#x27E8;hal-05190076&#x27E9;</a>","<i>H2PTM'11 : Hypermédias et pratiques numériques</i>, Oct 2011, Metz, France. pp.229-241"
4289306,hal-04289306,1,COMM,"Mylène Taisne, Fanny Bougenies, Sylvie Leleu-Merviel. Changer la vie avec Ben le koala : du design for all au design du care. Le cas des enfants avec TSA. <i>H2PTM'23 : La fabrique du sens à l’ère de l’information numérique : enjeux et défis</i>, H2PTM'23, Oct 2023, Valenciennes, France. pp.304-320. <a target=""_blank"" href=""https://hal.science/hal-04289306v1"">&#x27E8;hal-04289306&#x27E9;</a>","<i>H2PTM'23 : La fabrique du sens à l’ère de l’information numérique : enjeux et défis</i>, H2PTM'23, Oct 2023, Valenciennes, France. pp.304-320"
5188713,hal-05188713,1,COMM,"Alexandra Ciaccia, Céline Clavel. Le traitement de l'information dans des activités de recherche d'information sur le Web Analyse cognitive de l'influence de variables liées à l'utilisateur et au type de problème de recherche. <i>H2PTM'09 : Rétrospective et perspective : 1989 - 2009</i>, Sep 2009, Paris, France. pp.75-86. <a target=""_blank"" href=""https://hal.science/hal-05188713v1"">&#x27E8;hal-05188713&#x27E9;</a>","<i>H2PTM'09 : Rétrospective et perspective : 1989 - 2009</i>, Sep 2009, Paris, France. pp.75-86"
5194877,hal-05194877,1,COMM,"Assiba Gnimassoun Adogbogbo. Cohabitation d'une GED et d'un Jumeau Numérique : difficulté de la gouvernance de l'information dans un contexte d'imaginaire industriel 4.0. <i>H2PTM'21 : Information : enjeux et nouveaux défis</i>, Oct 2021, Aubervilliers, France. pp.23-38. <a target=""_blank"" href=""https://hal.science/hal-05194877v1"">&#x27E8;hal-05194877&#x27E9;</a>","<i>H2PTM'21 : Information : enjeux et nouveaux défis</i>, Oct 2021, Aubervilliers, France. pp.23-38"
424826,sic_00424826,1,COMM,"Evelyne Broudoux, Ghislaine Chartron. La communication scientifique face au Web2.0 : Premiers constats et analyse. <i>H2PTM'09 : Rétrospective et perspective : 1989 - 2009</i>, Sep 2009, Paris, France. pp.323-336. <a target=""_blank"" href=""https://archivesic.ccsd.cnrs.fr/sic_00424826v1"">&#x27E8;sic_00424826&#x27E9;</a>","<i>H2PTM'09 : Rétrospective et perspective : 1989 - 2009</i>, Sep 2009, Paris, France. pp.323-336"
3083917,hal-03083917,1,COMM,"Marie-Noëlle Doutreix. Production de data et gouvernance de la qualité dans Wikipédia. <i>H2PTM’19 De l’hypertexte aux humanités numériques</i>, Laboratoire Paragraphe (Université Paris 8 Vincennes-Saint-Denis, Université de Cergy-Pontoise, France); Édition, Littératures, Langages, Informatique, Arts, Didactiques, Discours (Elliadd, Université de Franche-Comté, France); Design virtuel et urbain (Université polytechnique Hauts-de-France, France); Dispositifs d’information et de communication à l’ère numérique – Paris, Île-de-France (Conservatoire national des arts et métiers, Université Paris-Est Marne-la-Vallée, Université Paris-Nanterre, France); Centre de recherche sur les médiations (Crem, Université de Lorraine), Oct 2019, Montbéliard, France. pp.102-110. <a target=""_blank"" href=""https://hal.science/hal-03083917v1"">&#x27E8;hal-03083917&#x27E9;</a>","<i>H2PTM’19 De l’hypertexte aux humanités numériques</i>, Laboratoire Paragraphe (Université Paris 8 Vincennes-Saint-Denis, Université de Cergy-Pontoise, France); Édition, Littératures, Langages, Informatique, Arts, Didactiques, Discours (Elliadd, Université de Franche-Comté, France); Design virtuel et urbain (Université polytechnique Hauts-de-France, France); Dispositifs d’information et de communication à l’ère numérique – Paris, Île-de-France (Conservatoire national des arts et métiers, Université Paris-Est Marne-la-Vallée, Université Paris-Nanterre, France); Centre de recherche sur les médiations (Crem, Université de Lorraine), Oct 2019, Montbéliard, France. pp.102-110"
1180033,hal-01180033,1,COMM,"Nam-Jun Pyun, Sylvette Denefle, Nicole Vincent. Quadrangles extraction and graph-matching: detection of mullioned windows : Image retrieval of a specific pattern. <i>H2PTM'11 : Hypermédias et pratiques numériques</i>, Oct 2011, Metz, France. pp.367-369. <a target=""_blank"" href=""https://hal.science/hal-01180033v1"">&#x27E8;hal-01180033&#x27E9;</a>","<i>H2PTM'11 : Hypermédias et pratiques numériques</i>, Oct 2011, Metz, France. pp.367-369"
5191356,hal-01297457,1,COMM,"Marie-Julie Catoir-Brisson. Quantified-self et m-santé : quand le corps de Chris Dancy devient un objet connecté spectaculaire. <i>H2PTM'15 : Le numérique à l'ère de l'Internet des objets, de l’hypertexte à l’hyper-objet</i>, Oct 2015, Paris, France. pp.88-99. <a target=""_blank"" href=""https://hal.science/hal-01297457v1"">&#x27E8;hal-01297457&#x27E9;</a>","<i>H2PTM'15 : Le numérique à l'ère de l'Internet des objets, de l’hypertexte à l’hyper-objet</i>, Oct 2015, Paris, France. pp.88-99"
5217031,hal-01196724,1,COMM,"Simon Gadras. TIC et communication politique locale. Pratiques de communication et interactions entre acteurs au sein de l’espace public local. <i>H2PTM'11 : Hypermédias et pratiques numériques</i>, Oct 2011, Metz, France. pp.195-206. <a target=""_blank"" href=""https://hal.univ-grenoble-alpes.fr/hal-01196724v1"">&#x27E8;hal-01196724&#x27E9;</a>","<i>H2PTM'11 : Hypermédias et pratiques numériques</i>, Oct 2011, Metz, France. pp.195-206"
1620048,hal-01620048,1,COMM,"Camille Alloing, Mariannig Le Béchec. Le design du public invisible dans le financement participatif. Le cas du territoire numérique de marques de Noob Le film !. <i>H2PTM'17 : Le numérique à l’ère des designs, de l’hypertexte à l’hyper-expérience</i>, Oct 2017, Valenciennes, France. pp.222-238. <a target=""_blank"" href=""https://hal.science/hal-01620048v1"">&#x27E8;hal-01620048&#x27E9;</a>","<i>H2PTM'17 : Le numérique à l’ère des designs, de l’hypertexte à l’hyper-expérience</i>, Oct 2017, Valenciennes, France. pp.222-238"
5191378,hal-05191378,1,COMM,"Olivier Le Deuff. Les humanités digitales précèdent-elle le numérique ? Jalons pour une histoire longue des humanités digitales. <i>H2PTM'15 : Le numérique à l'ère de l'Internet des objets, de l’hypertexte à l’hyper-objet</i>, Oct 2015, Paris, France. pp.421-432. <a target=""_blank"" href=""https://hal.science/hal-05191378v1"">&#x27E8;hal-05191378&#x27E9;</a>","<i>H2PTM'15 : Le numérique à l'ère de l'Internet des objets, de l’hypertexte à l’hyper-objet</i>, Oct 2015, Paris, France. pp.421-432"
3496333,hal-03496333,1,COMM,"Djibril Diakhaté, Kouassi Sylvestre Kouakou. Détection des fake news : Pour une alternative humaine aux approches technologiques. <i>H2PTM'21 : Information : Enjeux et nouveaux défis</i>, Laboratoire Paragraphe, Université Paris 8, Oct 2021, Paris, France. pp.94-111. <a target=""_blank"" href=""https://hal.science/hal-03496333v1"">&#x27E8;hal-03496333&#x27E9;</a>","<i>H2PTM'21 : Information : Enjeux et nouveaux défis</i>, Laboratoire Paragraphe, Université Paris 8, Oct 2021, Paris, France. pp.94-111"
1272666,sic_01272666,1,COMM,"Eloria Vigouroux-Zugasti, Olivier Le Deuff. Le senior connecté. <i>H2PTM'15 : Le numérique à l'ère de l'Internet des objets, de l’hypertexte à l’hyper-objet</i>, Oct 2015, Paris, France. pp.174-184. <a target=""_blank"" href=""https://archivesic.ccsd.cnrs.fr/sic_01272666v1"">&#x27E8;sic_01272666&#x27E9;</a>","<i>H2PTM'15 : Le numérique à l'ère de l'Internet des objets, de l’hypertexte à l’hyper-objet</i>, Oct 2015, Paris, France. pp.174-184"
409488,hal-00409488,1,COMM,"Sophie Pène, Cathy Dubois. Sémiologie de l'hypertravail : Communication d'exploration et réseaux sociaux. <i>H2PTM'09 : Rétrospective et perspective : 1989 - 2009</i>, Sep 2009, Paris, France. pp.359-370. <a target=""_blank"" href=""https://hal.science/hal-00409488v1"">&#x27E8;hal-00409488&#x27E9;</a>","<i>H2PTM'09 : Rétrospective et perspective : 1989 - 2009</i>, Sep 2009, Paris, France. pp.359-370"
5191513,hal-05191513,1,COMM,"Pierre Cubaud, Shuo-Hsiu Hsu, Guillaume Pascal, Clément Pillias. Un rouleau de lecture numérique : motivations, attentes et difficultés. <i>H2PTM'15 : Le numérique à l'ère de l'Internet des objets, de l’hypertexte à l’hyper-objet</i>, Oct 2015, Paris, France. pp.113-117. <a target=""_blank"" href=""https://hal.science/hal-05191513v1"">&#x27E8;hal-05191513&#x27E9;</a>","<i>H2PTM'15 : Le numérique à l'ère de l'Internet des objets, de l’hypertexte à l’hyper-objet</i>, Oct 2015, Paris, France. pp.113-117"
982017,hal-00982017,1,COMM,"Mohamed Hafidi, T. Bensebaa, Philippe Trigano, Amir Benmimoun. Guidage des apprenants dans une activité pédagogique basé sur les traces. <i>H2PTM'11 : Hypermédias et pratiques numériques</i>, Oct 2011, Metz, France. pp.315-320. <a target=""_blank"" href=""https://hal.science/hal-00982017v1"">&#x27E8;hal-00982017&#x27E9;</a>","<i>H2PTM'11 : Hypermédias et pratiques numériques</i>, Oct 2011, Metz, France. pp.315-320"
5194691,hal-05194691,1,COMM,"Karl Pineau, Bruno Bachimont, Serge Bouchardon. Définition d'un cycle de vie des biens culturels. Un enjeu pour l'industrie de l'ingénierie des connaissances. <i>H2PTM'19 : De l’hypertexte aux humanités numériques</i>, Oct 2019, Montbéliard, France. pp.323-346. <a target=""_blank"" href=""https://hal.science/hal-05194691v1"">&#x27E8;hal-05194691&#x27E9;</a>","<i>H2PTM'19 : De l’hypertexte aux humanités numériques</i>, Oct 2019, Montbéliard, France. pp.323-346"
5190012,hal-05190012,1,COMM,"Stéphane Crozat, Isabelle Cailleau, Serge Bouchardon, Bruno Bachimont. Une carte heuristique des fonctions d'écriture numérique. <i>H2PTM'11 : Hypermédias et pratiques numériques</i>, Oct 2011, Metz, France. pp.287-299. <a target=""_blank"" href=""https://hal.science/hal-05190012v1"">&#x27E8;hal-05190012&#x27E9;</a>","<i>H2PTM'11 : Hypermédias et pratiques numériques</i>, Oct 2011, Metz, France. pp.287-299"
5196016,hal-05196016,1,COMM,"Arnaud Mercier, Marie-Eva Lesaunier, Flore Di Sciullo. Le podcast natif d'information : opportunités et nouveaux défis pour les journalistes. <i>H2PTM'23 : La fabrique du sens à l’ère de l’information numérique : enjeux et défis</i>, Oct 2023, Valenciennes, France. pp.273-292. <a target=""_blank"" href=""https://hal.science/hal-05196016v1"">&#x27E8;hal-05196016&#x27E9;</a>","<i>H2PTM'23 : La fabrique du sens à l’ère de l’information numérique : enjeux et défis</i>, Oct 2023, Valenciennes, France. pp.273-292"
5196045,hal-05196045,1,COMM,"Carine Roucan. Fyctia et Hugo Publishing : un nouveau modèle éditorial, plateformisé. <i>H2PTM'23 : La fabrique du sens à l’ère de l’information numérique : enjeux et défis</i>, Oct 2023, Valenciennes, France. pp.164-180. <a target=""_blank"" href=""https://hal.science/hal-05196045v1"">&#x27E8;hal-05196045&#x27E9;</a>","<i>H2PTM'23 : La fabrique du sens à l’ère de l’information numérique : enjeux et défis</i>, Oct 2023, Valenciennes, France. pp.164-180"
